account_id,type,amount,recipient_account,description,date
100323,DEPOSIT,6183.6,,Versement client - 6183.6 MAD,2024-03-07 17:36:59
100270,DEPOSIT,2088.51,,Versement client - 2088.51 MAD,2024-03-09 08:49:39
100398,WITHDRAW,520.52,,Prélèvement mensuel - 520.52 MAD,2024-03-09 09:50:45
100103,WITHDRAW,1082.48,,Retrait au distributeur - 1082.48 MAD,2024-03-09 11:55:29
100682,DEPOSIT,8584.09,,Allocation mensuelle - 8584.09 MAD,2024-03-10 03:02:00
100672,DEPOSIT,7183.36,,Dépôt de salaire - 7183.36 MAD,2024-03-10 11:58:45
100464,WITHDRAW,3395.22,,Retrait guichet - 3395.22 MAD,2024-03-10 17:28:04
100547,TRANSFER,6326.38,100717,Virement familial - 6326.38 MAD,2024-03-10 20:29:51
100181,WITHDRAW,395.82,,Retrait en espèces - 395.82 MAD,2024-03-10 20:55:45
100693,WITHDRAW,458.52,,Paiement carte bancaire - 458.52 MAD,2024-03-11 02:17:27
100263,DEPOSIT,8443.52,,Remboursement - 8443.52 MAD,2024-03-11 18:45:58
100475,WITHDRAW,204.37,,Prélèvement mensuel - 204.37 MAD,2024-03-11 23:43:53
100581,WITHDRAW,3957.15,,Retrait au distributeur - 3957.15 MAD,2024-03-12 04:39:10
100600,TRANSFER,6814.62,100144,Virement vers épargne - 6814.62 MAD,2024-03-12 05:42:08
100661,DEPOSIT,4063.67,,Dépôt en espèces - 4063.67 MAD,2024-03-12 12:02:28
100186,WITHDRAW,9627.43,,Retrait guichet - 9627.43 MAD,2024-03-12 20:11:01
100076,DEPOSIT,2974.7,,Prime annuelle - 2974.7 MAD,2024-03-13 05:02:21
100748,DEPOSIT,1216.64,,Dépôt de salaire - 1216.64 MAD,2024-03-15 02:44:52
100406,TRANSFER,4620.6,100680,Paiement de loyer - 4620.6 MAD,2024-03-15 11:35:51
100239,TRANSFER,2200.95,100699,Paiement de loyer - 2200.95 MAD,2024-03-15 21:04:02
100310,DEPOSIT,8971.94,,Dépôt de salaire - 8971.94 MAD,2024-03-16 14:25:39
100693,WITHDRAW,877.21,,Retrait bancaire - 877.21 MAD,2024-03-16 17:40:35
100355,WITHDRAW,4831.26,,Retrait en espèces - 4831.26 MAD,2024-03-16 17:46:42
100263,DEPOSIT,3637.85,,Dépôt mensuel - 3637.85 MAD,2024-03-16 18:19:16
100369,TRANSFER,5271.0,100259,Virement familial - 5271.0 MAD,2024-03-16 23:12:38
100354,TRANSFER,6394.76,100382,Transfert international - 6394.76 MAD,2024-03-17 07:36:37
100212,DEPOSIT,4903.15,,Remboursement - 4903.15 MAD,2024-03-17 16:12:35
100748,DEPOSIT,3207.76,,Versement client - 3207.76 MAD,2024-03-18 07:11:13
100312,TRANSFER,2964.29,100351,Transfert international - 2964.29 MAD,2024-03-18 08:31:51
100547,WITHDRAW,6900.55,,Retrait bancaire - 6900.55 MAD,2024-03-18 16:52:20
100740,DEPOSIT,2167.55,,Prime annuelle - 2167.55 MAD,2024-03-18 19:37:26
100238,TRANSFER,9897.09,100170,Paiement fournisseur - 9897.09 MAD,2024-03-19 16:06:52
100165,WITHDRAW,1952.49,,Retrait guichet - 1952.49 MAD,2024-03-20 01:25:10
100438,WITHDRAW,1356.91,,Prélèvement mensuel - 1356.91 MAD,2024-03-20 01:30:20
100339,DEPOSIT,1622.85,,Allocation mensuelle - 1622.85 MAD,2024-03-20 07:42:12
100529,WITHDRAW,4984.06,,Retrait en espèces - 4984.06 MAD,2024-03-20 18:30:50
100076,WITHDRAW,4134.51,,Retrait en espèces - 4134.51 MAD,2024-03-21 11:40:39
100438,TRANSFER,463.89,100659,Paiement fournisseur - 463.89 MAD,2024-03-21 17:26:16
100473,WITHDRAW,5467.79,,Retrait en espèces - 5467.79 MAD,2024-03-21 18:37:31
100547,WITHDRAW,3130.62,,Retrait guichet - 3130.62 MAD,2024-03-21 22:40:42
100268,DEPOSIT,4882.16,,Allocation mensuelle - 4882.16 MAD,2024-03-21 22:58:32
100339,WITHDRAW,1961.8,,Retrait bancaire - 1961.8 MAD,2024-03-22 00:38:07
100581,WITHDRAW,3639.84,,Retrait au distributeur - 3639.84 MAD,2024-03-22 08:08:19
100212,DEPOSIT,2734.5,,Dépôt mensuel - 2734.5 MAD,2024-03-22 10:35:54
100617,TRANSFER,1769.32,100682,Paiement fournisseur - 1769.32 MAD,2024-03-22 17:03:38
100628,DEPOSIT,3288.68,,Dépôt en espèces - 3288.68 MAD,2024-03-22 20:32:42
100289,TRANSFER,2256.27,100119,Transfert international - 2256.27 MAD,2024-03-22 21:56:53
100644,TRANSFER,8021.31,100283,Paiement de loyer - 8021.31 MAD,2024-03-23 00:41:41
100639,DEPOSIT,3196.05,,Dépôt en espèces - 3196.05 MAD,2024-03-23 03:47:04
100312,DEPOSIT,4624.39,,Allocation mensuelle - 4624.39 MAD,2024-03-23 10:32:50
100473,WITHDRAW,6184.65,,Retrait bancaire - 6184.65 MAD,2024-03-23 14:53:37
100289,WITHDRAW,4267.33,,Retrait en espèces - 4267.33 MAD,2024-03-23 21:21:36
100438,WITHDRAW,8984.69,,Retrait au distributeur - 8984.69 MAD,2024-03-24 06:45:57
100134,WITHDRAW,9767.95,,Retrait guichet - 9767.95 MAD,2024-03-24 10:04:13
100320,WITHDRAW,2323.91,,Retrait au distributeur - 2323.91 MAD,2024-03-25 07:08:32
100193,WITHDRAW,6497.67,,Retrait en espèces - 6497.67 MAD,2024-03-25 13:01:44
100109,WITHDRAW,3187.11,,Retrait au distributeur - 3187.11 MAD,2024-03-25 17:52:32
100293,TRANSFER,2703.83,100377,Règlement facture - 2703.83 MAD,2024-03-25 18:01:59
100046,WITHDRAW,4827.42,,Retrait en espèces - 4827.42 MAD,2024-03-26 01:01:59
100212,WITHDRAW,4673.49,,Paiement carte bancaire - 4673.49 MAD,2024-03-26 02:07:05
100475,DEPOSIT,847.53,,Prime annuelle - 847.53 MAD,2024-03-26 06:47:41
100355,WITHDRAW,4272.95,,Retrait bancaire - 4272.95 MAD,2024-03-26 13:01:47
100474,WITHDRAW,3548.95,,Paiement carte bancaire - 3548.95 MAD,2024-03-26 20:17:24
100426,TRANSFER,3217.64,100335,Paiement de loyer - 3217.64 MAD,2024-03-26 20:59:34
100426,DEPOSIT,5493.11,,Dépôt mensuel - 5493.11 MAD,2024-03-27 02:51:44
100173,TRANSFER,2048.1,100433,Paiement de loyer - 2048.1 MAD,2024-03-27 12:34:08
100519,TRANSFER,5881.64,100082,Paiement de facture - 5881.64 MAD,2024-03-27 22:41:37
100173,TRANSFER,9850.37,100038,Virement permanent - 9850.37 MAD,2024-03-28 01:49:14
100581,TRANSFER,657.0,100168,Règlement facture - 657.0 MAD,2024-03-28 02:40:54
100281,WITHDRAW,1701.35,,Retrait bancaire - 1701.35 MAD,2024-03-28 07:33:07
100650,TRANSFER,6131.43,100735,Virement permanent - 6131.43 MAD,2024-03-28 15:10:36
100461,TRANSFER,165.04,100481,Virement vers épargne - 165.04 MAD,2024-03-28 15:24:45
100034,TRANSFER,899.18,100003,Virement permanent - 899.18 MAD,2024-03-28 19:39:57
100519,DEPOSIT,3076.47,,Allocation mensuelle - 3076.47 MAD,2024-03-28 19:41:59
100607,TRANSFER,9254.12,100370,Virement familial - 9254.12 MAD,2024-03-29 01:56:48
100030,TRANSFER,3703.58,100479,Paiement de loyer - 3703.58 MAD,2024-03-29 09:16:35
100519,DEPOSIT,3551.84,,Dépôt par chèque - 3551.84 MAD,2024-03-29 20:29:06
100369,TRANSFER,4435.13,100033,Virement vers épargne - 4435.13 MAD,2024-03-29 22:28:01
100202,DEPOSIT,9589.11,,Prime annuelle - 9589.11 MAD,2024-03-29 23:12:11
100310,WITHDRAW,2644.05,,Prélèvement mensuel - 2644.05 MAD,2024-03-29 23:44:46
100422,TRANSFER,1814.3,100323,Virement vers épargne - 1814.3 MAD,2024-03-30 03:02:39
100683,TRANSFER,7274.33,100430,Virement familial - 7274.33 MAD,2024-03-30 08:42:59
100281,DEPOSIT,817.18,,Dépôt mensuel - 817.18 MAD,2024-03-30 10:01:37
100393,DEPOSIT,1227.62,,Dépôt en espèces - 1227.62 MAD,2024-03-30 10:02:39
100258,DEPOSIT,808.82,,Prime annuelle - 808.82 MAD,2024-03-30 11:03:23
100401,TRANSFER,1278.79,100440,Virement vers épargne - 1278.79 MAD,2024-03-30 23:48:08
100308,DEPOSIT,4393.89,,Dépôt en espèces - 4393.89 MAD,2024-03-31 01:24:19
100607,WITHDRAW,7586.98,,Retrait au distributeur - 7586.98 MAD,2024-03-31 04:52:00
100571,WITHDRAW,208.26,,Retrait au distributeur - 208.26 MAD,2024-03-31 15:52:24
100474,TRANSFER,5913.19,100603,Paiement fournisseur - 5913.19 MAD,2024-04-01 03:43:59
100464,TRANSFER,5868.49,100026,Virement permanent - 5868.49 MAD,2024-04-01 04:16:11
100722,DEPOSIT,5137.96,,Prime annuelle - 5137.96 MAD,2024-04-01 07:01:13
100161,DEPOSIT,5252.84,,Dépôt de salaire - 5252.84 MAD,2024-04-01 07:28:57
100581,DEPOSIT,2134.23,,Dépôt de salaire - 2134.23 MAD,2024-04-01 09:30:42
100046,TRANSFER,463.83,100144,Virement familial - 463.83 MAD,2024-04-01 10:05:11
100134,TRANSFER,943.03,100436,Transfert international - 943.03 MAD,2024-04-01 11:52:55
100547,DEPOSIT,4938.05,,Allocation mensuelle - 4938.05 MAD,2024-04-01 18:24:55
100388,WITHDRAW,8006.21,,Retrait bancaire - 8006.21 MAD,2024-04-01 21:25:25
100600,WITHDRAW,3050.16,,Retrait bancaire - 3050.16 MAD,2024-04-01 21:26:38
100193,DEPOSIT,6339.52,,Dépôt en espèces - 6339.52 MAD,2024-04-01 21:57:11
100339,WITHDRAW,1560.15,,Retrait au distributeur - 1560.15 MAD,2024-04-01 21:57:52
100298,WITHDRAW,7228.39,,Retrait bancaire - 7228.39 MAD,2024-04-01 22:16:18
100693,DEPOSIT,3185.07,,Allocation mensuelle - 3185.07 MAD,2024-04-02 00:03:13
100254,DEPOSIT,7837.57,,Dépôt mensuel - 7837.57 MAD,2024-04-02 04:41:40
100672,WITHDRAW,5832.02,,Retrait guichet - 5832.02 MAD,2024-04-02 05:12:46
100219,TRANSFER,2672.14,100462,Virement familial - 2672.14 MAD,2024-04-02 12:34:00
100408,DEPOSIT,2652.4,,Remboursement - 2652.4 MAD,2024-04-02 16:40:14
100181,TRANSFER,5014.24,100201,Règlement facture - 5014.24 MAD,2024-04-02 21:26:28
100015,WITHDRAW,2572.42,,Prélèvement mensuel - 2572.42 MAD,2024-04-03 00:36:29
100034,TRANSFER,8117.6,100053,Paiement fournisseur - 8117.6 MAD,2024-04-03 01:39:54
100297,TRANSFER,5806.31,100484,Virement familial - 5806.31 MAD,2024-04-03 08:14:53
100421,DEPOSIT,113.51,,Allocation mensuelle - 113.51 MAD,2024-04-03 12:45:16
100433,WITHDRAW,7754.03,,Retrait guichet - 7754.03 MAD,2024-04-04 03:34:52
100268,DEPOSIT,5797.85,,Dépôt de salaire - 5797.85 MAD,2024-04-04 09:32:40
100461,WITHDRAW,321.92,,Prélèvement mensuel - 321.92 MAD,2024-04-04 10:24:09
100748,WITHDRAW,371.91,,Paiement carte bancaire - 371.91 MAD,2024-04-04 11:05:32
100475,DEPOSIT,297.12,,Prime annuelle - 297.12 MAD,2024-04-04 12:51:11
100046,TRANSFER,866.84,100756,Virement vers épargne - 866.84 MAD,2024-04-04 13:31:58
100308,TRANSFER,7821.24,100401,Transfert international - 7821.24 MAD,2024-04-04 13:41:15
100239,WITHDRAW,2381.76,,Prélèvement mensuel - 2381.76 MAD,2024-04-04 15:52:53
100672,TRANSFER,733.13,100158,Virement vers épargne - 733.13 MAD,2024-04-04 18:13:40
100672,TRANSFER,595.36,100015,Paiement fournisseur - 595.36 MAD,2024-04-05 04:18:06
100310,DEPOSIT,609.54,,Dépôt mensuel - 609.54 MAD,2024-04-05 04:28:58
100474,TRANSFER,2802.58,100322,Paiement fournisseur - 2802.58 MAD,2024-04-05 05:45:57
100407,WITHDRAW,4864.47,,Retrait guichet - 4864.47 MAD,2024-04-05 08:09:55
100310,WITHDRAW,2232.48,,Paiement carte bancaire - 2232.48 MAD,2024-04-05 12:31:44
100065,DEPOSIT,8871.5,,Remboursement - 8871.5 MAD,2024-04-05 12:38:19
100171,DEPOSIT,1465.33,,Dépôt mensuel - 1465.33 MAD,2024-04-05 15:24:20
100407,WITHDRAW,5502.55,,Retrait au distributeur - 5502.55 MAD,2024-04-06 05:03:36
100044,WITHDRAW,3264.32,,Retrait guichet - 3264.32 MAD,2024-04-06 14:55:16
100433,DEPOSIT,6983.07,,Dépôt par chèque - 6983.07 MAD,2024-04-06 17:06:59
100043,DEPOSIT,5318.02,,Dépôt de salaire - 5318.02 MAD,2024-04-06 18:46:09
100639,TRANSFER,9650.24,100157,Règlement facture - 9650.24 MAD,2024-04-06 22:26:19
100398,WITHDRAW,249.4,,Retrait guichet - 249.4 MAD,2024-04-07 07:12:22
100679,DEPOSIT,3091.33,,Allocation mensuelle - 3091.33 MAD,2024-04-07 08:20:29
100740,TRANSFER,4104.36,100485,Virement permanent - 4104.36 MAD,2024-04-07 13:40:44
100197,DEPOSIT,6781.9,,Dépôt de salaire - 6781.9 MAD,2024-04-07 14:11:14
100239,TRANSFER,2085.11,100697,Virement familial - 2085.11 MAD,2024-04-08 02:08:49
100173,WITHDRAW,8935.94,,Retrait bancaire - 8935.94 MAD,2024-04-08 04:09:41
100120,TRANSFER,8833.1,100176,Virement permanent - 8833.1 MAD,2024-04-08 08:49:43
100108,DEPOSIT,6784.07,,Dépôt en espèces - 6784.07 MAD,2024-04-08 11:46:38
100262,DEPOSIT,7861.26,,Remboursement - 7861.26 MAD,2024-04-08 15:12:54
100524,DEPOSIT,7542.28,,Prime annuelle - 7542.28 MAD,2024-04-08 16:30:23
100426,TRANSFER,3411.5,100578,Paiement fournisseur - 3411.5 MAD,2024-04-09 09:19:22
100653,WITHDRAW,3693.19,,Prélèvement mensuel - 3693.19 MAD,2024-04-09 10:57:23
100219,WITHDRAW,8974.24,,Paiement carte bancaire - 8974.24 MAD,2024-04-09 11:50:22
100671,WITHDRAW,3258.73,,Prélèvement mensuel - 3258.73 MAD,2024-04-09 15:35:31
100193,WITHDRAW,6160.27,,Paiement carte bancaire - 6160.27 MAD,2024-04-09 17:13:48
100262,TRANSFER,6400.69,100291,Paiement fournisseur - 6400.69 MAD,2024-04-09 18:24:09
100181,DEPOSIT,5979.04,,Prime annuelle - 5979.04 MAD,2024-04-09 19:13:28
100212,TRANSFER,3144.2,100524,Virement familial - 3144.2 MAD,2024-04-09 23:54:35
100489,WITHDRAW,6479.54,,Paiement carte bancaire - 6479.54 MAD,2024-04-10 04:13:08
100671,WITHDRAW,3983.21,,Retrait en espèces - 3983.21 MAD,2024-04-10 04:25:52
100524,DEPOSIT,3379.34,,Dépôt de salaire - 3379.34 MAD,2024-04-10 08:03:27
100408,DEPOSIT,5698.38,,Remboursement - 5698.38 MAD,2024-04-10 09:03:00
100499,WITHDRAW,9590.61,,Prélèvement mensuel - 9590.61 MAD,2024-04-10 12:47:59
100308,WITHDRAW,3696.51,,Retrait au distributeur - 3696.51 MAD,2024-04-10 15:11:07
100165,WITHDRAW,7156.21,,Paiement carte bancaire - 7156.21 MAD,2024-04-10 16:10:03
100474,DEPOSIT,6509.12,,Dépôt en espèces - 6509.12 MAD,2024-04-10 20:27:04
100070,DEPOSIT,8797.49,,Dépôt mensuel - 8797.49 MAD,2024-04-10 23:07:01
100740,DEPOSIT,5484.15,,Dépôt de salaire - 5484.15 MAD,2024-04-11 00:53:39
100025,WITHDRAW,184.46,,Retrait en espèces - 184.46 MAD,2024-04-11 04:14:46
100369,TRANSFER,1092.77,100124,Paiement fournisseur - 1092.77 MAD,2024-04-11 04:19:35
100080,WITHDRAW,3606.59,,Prélèvement mensuel - 3606.59 MAD,2024-04-11 13:37:05
100244,DEPOSIT,2432.29,,Versement client - 2432.29 MAD,2024-04-11 15:03:00
100280,TRANSFER,8039.24,100402,Virement permanent - 8039.24 MAD,2024-04-11 15:48:41
100125,WITHDRAW,4370.97,,Retrait bancaire - 4370.97 MAD,2024-04-11 21:32:38
100607,WITHDRAW,9354.71,,Retrait bancaire - 9354.71 MAD,2024-04-12 10:42:50
100335,TRANSFER,153.41,100063,Virement permanent - 153.41 MAD,2024-04-12 11:32:43
100401,DEPOSIT,5415.44,,Dépôt par chèque - 5415.44 MAD,2024-04-12 18:35:51
100254,DEPOSIT,7992.56,,Versement client - 7992.56 MAD,2024-04-13 01:57:43
100671,DEPOSIT,9696.4,,Dépôt par chèque - 9696.4 MAD,2024-04-13 04:42:21
100092,TRANSFER,1308.48,100202,Paiement fournisseur - 1308.48 MAD,2024-04-13 07:32:23
100219,DEPOSIT,6186.32,,Allocation mensuelle - 6186.32 MAD,2024-04-13 19:50:52
100089,DEPOSIT,9830.98,,Dépôt de salaire - 9830.98 MAD,2024-04-14 00:53:24
100683,TRANSFER,1471.42,100301,Paiement de facture - 1471.42 MAD,2024-04-14 01:13:10
100134,WITHDRAW,505.7,,Paiement carte bancaire - 505.7 MAD,2024-04-14 03:42:30
100083,WITHDRAW,3554.83,,Paiement carte bancaire - 3554.83 MAD,2024-04-14 05:39:02
100303,WITHDRAW,1928.71,,Retrait en espèces - 1928.71 MAD,2024-04-14 09:06:39
100224,DEPOSIT,9175.96,,Dépôt en espèces - 9175.96 MAD,2024-04-14 20:31:11
100159,WITHDRAW,5412.28,,Retrait bancaire - 5412.28 MAD,2024-04-14 21:01:50
100297,TRANSFER,5591.36,100535,Paiement de facture - 5591.36 MAD,2024-04-14 21:50:03
100722,DEPOSIT,5261.45,,Allocation mensuelle - 5261.45 MAD,2024-04-14 23:47:20
100653,TRANSFER,1409.1,100451,Virement vers épargne - 1409.1 MAD,2024-04-15 03:28:59
100215,DEPOSIT,3099.88,,Dépôt en espèces - 3099.88 MAD,2024-04-15 03:57:17
100281,WITHDRAW,1369.03,,Retrait en espèces - 1369.03 MAD,2024-04-15 06:51:41
100346,DEPOSIT,8494.59,,Dépôt en espèces - 8494.59 MAD,2024-04-15 07:29:23
100270,TRANSFER,6820.87,100444,Virement familial - 6820.87 MAD,2024-04-15 07:48:11
100261,WITHDRAW,5177.84,,Retrait guichet - 5177.84 MAD,2024-04-15 11:53:06
100289,WITHDRAW,5545.94,,Paiement carte bancaire - 5545.94 MAD,2024-04-15 14:57:56
100082,TRANSFER,5877.24,100472,Virement vers épargne - 5877.24 MAD,2024-04-15 17:46:28
100349,DEPOSIT,9653.12,,Dépôt de salaire - 9653.12 MAD,2024-04-15 19:52:49
100177,TRANSFER,1432.27,100397,Virement vers épargne - 1432.27 MAD,2024-04-15 21:22:45
100308,WITHDRAW,7636.63,,Paiement carte bancaire - 7636.63 MAD,2024-04-15 21:33:31
100286,WITHDRAW,7137.07,,Paiement carte bancaire - 7137.07 MAD,2024-04-15 23:24:23
100665,WITHDRAW,7724.34,,Retrait guichet - 7724.34 MAD,2024-04-16 04:27:44
100335,TRANSFER,256.08,100278,Transfert international - 256.08 MAD,2024-04-16 09:19:10
100072,DEPOSIT,5815.06,,Dépôt de salaire - 5815.06 MAD,2024-04-16 14:42:51
100294,TRANSFER,7422.81,100236,Virement familial - 7422.81 MAD,2024-04-16 19:47:47
100025,WITHDRAW,7368.91,,Retrait au distributeur - 7368.91 MAD,2024-04-16 20:10:43
100489,TRANSFER,562.64,100736,Règlement facture - 562.64 MAD,2024-04-16 21:57:54
100298,WITHDRAW,1722.75,,Prélèvement mensuel - 1722.75 MAD,2024-04-16 22:04:58
100263,TRANSFER,1390.33,100455,Paiement de loyer - 1390.33 MAD,2024-04-17 02:13:03
100422,DEPOSIT,5308.21,,Dépôt de salaire - 5308.21 MAD,2024-04-17 09:21:08
100310,WITHDRAW,818.04,,Paiement carte bancaire - 818.04 MAD,2024-04-17 16:48:48
100101,WITHDRAW,4662.85,,Prélèvement mensuel - 4662.85 MAD,2024-04-18 00:26:59
100280,DEPOSIT,4611.0,,Dépôt en espèces - 4611.0 MAD,2024-04-18 05:32:29
100335,WITHDRAW,7979.19,,Retrait bancaire - 7979.19 MAD,2024-04-18 07:00:11
100489,DEPOSIT,6758.92,,Prime annuelle - 6758.92 MAD,2024-04-18 09:46:40
100046,TRANSFER,3870.81,100217,Virement familial - 3870.81 MAD,2024-04-18 12:50:17
100529,DEPOSIT,3762.96,,Dépôt par chèque - 3762.96 MAD,2024-04-18 16:02:53
100040,TRANSFER,2016.9,100251,Paiement de facture - 2016.9 MAD,2024-04-18 23:06:08
100054,WITHDRAW,1162.97,,Prélèvement mensuel - 1162.97 MAD,2024-04-18 23:22:06
100119,DEPOSIT,3430.02,,Dépôt mensuel - 3430.02 MAD,2024-04-19 04:10:51
100248,TRANSFER,2614.68,100210,Virement permanent - 2614.68 MAD,2024-04-19 04:51:42
100134,WITHDRAW,9722.99,,Retrait guichet - 9722.99 MAD,2024-04-19 09:31:06
100653,TRANSFER,7281.12,100518,Virement vers épargne - 7281.12 MAD,2024-04-19 11:29:57
100043,TRANSFER,1002.74,100754,Paiement fournisseur - 1002.74 MAD,2024-04-19 13:17:38
100030,TRANSFER,4649.66,100479,Virement familial - 4649.66 MAD,2024-04-19 15:15:07
100650,TRANSFER,1949.4,100640,Règlement facture - 1949.4 MAD,2024-04-19 23:27:13
100177,TRANSFER,7803.22,100227,Règlement facture - 7803.22 MAD,2024-04-20 00:06:49
100603,WITHDRAW,9942.42,,Paiement carte bancaire - 9942.42 MAD,2024-04-20 04:45:51
100581,WITHDRAW,1571.75,,Paiement carte bancaire - 1571.75 MAD,2024-04-20 06:39:39
100043,WITHDRAW,2392.21,,Paiement carte bancaire - 2392.21 MAD,2024-04-20 11:30:10
100433,TRANSFER,1450.61,100540,Virement vers épargne - 1450.61 MAD,2024-04-20 16:14:00
100161,TRANSFER,1455.62,100231,Transfert international - 1455.62 MAD,2024-04-20 16:14:27
100258,DEPOSIT,5231.85,,Versement client - 5231.85 MAD,2024-04-20 19:40:37
100438,DEPOSIT,6547.59,,Remboursement - 6547.59 MAD,2024-04-21 01:04:58
100161,DEPOSIT,760.8,,Versement client - 760.8 MAD,2024-04-21 06:49:37
100603,TRANSFER,6377.86,100487,Virement familial - 6377.86 MAD,2024-04-21 07:47:29
100664,DEPOSIT,247.82,,Dépôt mensuel - 247.82 MAD,2024-04-21 10:59:25
100191,DEPOSIT,4047.97,,Prime annuelle - 4047.97 MAD,2024-04-21 13:59:32
100038,DEPOSIT,5525.26,,Versement client - 5525.26 MAD,2024-04-21 14:13:06
100009,DEPOSIT,4511.28,,Prime annuelle - 4511.28 MAD,2024-04-21 14:39:20
100737,WITHDRAW,1594.4,,Prélèvement mensuel - 1594.4 MAD,2024-04-21 18:50:55
